Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
1;15;99;77.41;19.26;99;15;26.67;93.33;66.67;53.33;13.33;13.33;6.67;6.67;0;0;0;0;26.67;6.67;0;26.67;0;0;0;0;6.67;6.67;6.67;13.33;13.33;6.67;0;0;0;0;0;0;0;0;0;0;0;13.33;13.33;0;6.67;6.67;0;0;0;0;0;13.33;6.67;0;0;0;0;0;6.67;0;0;0;0;0;0;0;0;13.33;13.33;0;0;0;0;13.33;0;0;0;0;0;0;13.33;0;0;0;0;0;0;0;0;0;0;6.67;6.67;0;6.67;0;0;0;0;0;0;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0
1;91;79.91;46.56;99;35.85;91;5.49;95.6;80.22;64.84;13.19;8.79;4.4;3.3;0;0;1.1;4.4;15.38;9.89;0;21.98;10.99;6.59;6.59;0;19.78;7.69;2.2;5.49;4.4;1.1;0;9.89;1.1;8.79;1.1;1.1;0;3.3;0;4.4;0;1.1;1.1;0;0;0;0;0;0;0;0;9.89;2.2;0;0;0;0;1.1;6.59;0;0;0;0;0;0;0;0;6.59;1.1;1.1;3.3;1.1;0;5.49;0;0;0;0;0;0;5.49;0;0;0;0;0;0;0;0;0;0;7.69;15.38;0;7.69;9.89;0;0;0;4.4;0;4.4;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0
1;43;92.38;27.38;99;20.23;43;6.98;90.7;60.47;48.84;11.63;11.63;6.98;4.65;0;0;0;0;16.28;9.3;9.3;16.28;2.33;2.33;6.98;0;9.3;4.65;0;4.65;4.65;0;0;4.65;0;4.65;0;0;0;2.33;0;4.65;0;0;0;0;0;0;0;0;0;0;0;4.65;0;0;0;0;0;0;4.65;0;0;0;0;0;0;0;0;6.98;2.33;4.65;0;0;0;2.33;0;0;0;0;0;0;0;0;0;0;2.33;0;0;0;0;0;0;9.3;20.93;0;4.65;18.6;0;0;0;6.98;0;2.33;0;0;0;0;0;0;4.65;0;0;0;0;0;4.65;0
1;66;40.61;96.39;79.84;67.94;66;13.64;87.88;71.21;60.61;12.12;12.12;3.03;9.09;0;0;0;0;13.64;9.09;4.55;12.12;9.09;10.61;9.09;0;18.18;3.03;4.55;10.61;10.61;0;0;12.12;1.52;10.61;1.52;0;3.03;3.03;0;3.03;0;3.03;3.03;0;0;0;0;0;0;0;0;10.61;0;0;0;0;0;0;10.61;1.52;0;1.52;0;0;0;0;0;1.52;1.52;0;0;0;0;1.52;0;0;0;0;0;0;1.52;0;1.52;1.52;1.52;0;0;0;0;0;0;9.09;10.61;0;3.03;6.06;1.52;0;0;9.09;0;3.03;4.55;0;0;0;0;0;3.03;0;0;0;0;3.03;0;0
1;23;99;65.68;17.84;84.9;23;34.78;60.87;43.48;39.13;4.35;0;0;0;0;0;0;4.35;17.39;17.39;0;13.04;0;0;4.35;0;4.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.35;4.35;0;0;0;0;0;0;0;0;4.35;0;0;0;0;0;0;4.35;0;0;0;0;0;0;0;0;17.39;13.04;0;0;0;4.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.39;0;0;13.04;0;4.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92;87.96;99;60.36;35.66;92;7.61;89.13;75;65.22;15.22;11.96;0;11.96;0;0;0;3.26;19.57;13.04;1.09;19.57;8.7;4.35;4.35;1.09;13.04;5.43;2.17;13.04;13.04;0;0;8.7;1.09;7.61;0;1.09;2.17;1.09;0;3.26;0;1.09;1.09;0;0;0;0;0;0;0;0;11.96;0;0;0;0;0;0;11.96;0;0;0;0;2.17;0;0;2.17;5.43;4.35;1.09;0;0;0;2.17;0;0;0;0;0;0;2.17;0;0;0;2.17;0;0;0;0;0;0;6.52;11.96;0;3.26;7.61;1.09;0;0;7.61;0;4.35;2.17;0;0;0;0;0;1.09;0;0;0;0;1.09;0;0
1;15;99;10.48;99;20.23;15;6.67;100;73.33;60;6.67;6.67;6.67;0;0;0;0;0;20;20;0;20;6.67;0;6.67;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.33;13.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;20;6.67;6.67;13.33;6.67;0;0;13.33;0;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0
1;78;95.91;47.66;23.3;38.83;78;21.79;74.36;51.28;41.03;1.28;0;0;0;0;0;0;1.28;12.82;8.97;6.41;15.38;10.26;2.56;3.85;0;11.54;7.69;5.13;2.56;0;1.28;1.28;2.56;0;2.56;1.28;1.28;0;0;0;0;0;3.85;2.56;1.28;1.28;1.28;0;0;0;0;0;2.56;0;0;0;0;0;0;1.28;0;0;0;0;0;0;0;0;3.85;1.28;2.56;0;0;0;1.28;1.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.28;12.82;0;0;10.26;0;0;2.56;2.56;0;6.41;2.56;0;0;0;0;0;2.56;0;0;0;0;0;2.56;0
1;51;99;98.21;90.94;20.23;51;5.88;88.24;70.59;50.98;7.84;7.84;0;7.84;0;0;0;0;13.73;11.76;5.88;21.57;1.96;1.96;5.88;0;13.73;3.92;5.88;7.84;7.84;0;0;1.96;0;1.96;0;1.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.84;0;0;0;0;0;0;7.84;0;0;0;0;0;0;0;0;3.92;0;0;3.92;0;0;5.88;0;0;0;0;0;0;3.92;0;0;0;0;0;0;0;0;0;0;9.8;15.69;0;7.84;7.84;0;0;0;9.8;0;1.96;0;0;0;0;0;0;3.92;0;0;0;0;3.92;0;0
1;106;57.26;92.68;93.37;20.23;106;15.09;89.62;65.09;52.83;6.6;6.6;1.89;4.72;0;0;0;0;13.21;10.38;3.77;9.43;14.15;2.83;10.38;0;20.75;4.72;3.77;9.43;8.49;0.94;0;2.83;0;2.83;0;0;0.94;0.94;0;1.89;0;0;0;0;0;0;0;0;0;0;0;15.09;6.6;0.94;0;0;0;0.94;10.38;1.89;3.77;0;0;0;0;0;0;1.89;0.94;0;0.94;0;0;5.66;0;0;0;0;0;0;5.66;0;0;0;0;0;0;0;0;0;0;11.32;10.38;0;3.77;6.6;0;0;0.94;13.21;0.94;3.77;4.72;0;0;0;0;0;0.94;0.94;0;0;0;0;0;0
1;34;46.7;1;83.69;66.58;34;14.71;88.24;70.59;58.82;14.71;5.88;5.88;0;0;0;0;8.82;14.71;5.88;0;11.76;11.76;2.94;2.94;2.94;17.65;8.82;5.88;0;0;0;0;11.76;2.94;8.82;0;0;0;0;2.94;5.88;0;2.94;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.94;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.88;0;2.94;0;0;0;0;11.76;8.82;0;2.94;2.94;2.94;0;0;5.88;2.94;5.88;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0
1;75;94.04;19.67;85.71;92.7;75;13.33;89.33;69.33;57.33;8;8;8;0;0;0;0;0;14.67;12;0;18.67;9.33;4;5.33;0;20;2.67;1.33;4;2.67;1.33;0;1.33;0;1.33;0;0;1.33;0;0;0;0;5.33;5.33;0;0;0;0;0;0;0;0;9.33;4;0;0;0;0;1.33;4;0;2.67;0;0;1.33;0;0;1.33;9.33;8;0;0;1.33;0;2.67;0;0;0;0;0;0;1.33;0;0;0;1.33;0;0;0;0;0;0;8;20;2.67;2.67;12;0;2.67;0;2.67;1.33;6.67;2.67;0;0;0;0;0;0;0;0;0;0;0;0;0
1;51;52.65;99;32.94;50.31;51;13.73;94.12;80.39;68.63;13.73;13.73;1.96;7.84;0;3.92;0;0;15.69;5.88;0;19.61;15.69;1.96;9.8;0;25.49;5.88;5.88;11.76;11.76;0;0;3.92;0;3.92;0;0;0;1.96;0;1.96;0;1.96;1.96;0;1.96;1.96;0;0;0;0;0;19.61;3.92;1.96;0;0;0;0;15.69;1.96;1.96;3.92;1.96;0;0;0;0;0;0;0;0;0;0;5.88;0;0;0;0;0;0;5.88;0;0;0;0;0;0;0;0;0;0;9.8;9.8;0;5.88;5.88;0;0;0;3.92;0;3.92;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0
1;47;82.46;98.95;99;20.23;47;14.89;91.49;78.72;59.57;8.51;8.51;0;8.51;0;0;0;0;12.77;4.26;0;21.28;2.13;8.51;10.64;0;12.77;8.51;8.51;8.51;8.51;0;0;10.64;0;10.64;0;2.13;2.13;6.38;0;2.13;0;0;0;0;0;0;0;0;0;0;0;12.77;2.13;0;0;0;0;2.13;10.64;0;0;0;0;0;0;0;0;6.38;0;0;2.13;4.26;0;6.38;0;0;0;0;0;0;4.26;0;0;0;2.13;0;0;0;0;0;0;10.64;23.4;0;4.26;17.02;2.13;0;0;12.77;2.13;0;2.13;0;0;0;0;0;6.38;0;0;0;0;6.38;0;0
1;64;34.33;1;23.08;99;64;12.5;89.06;78.13;60.94;26.56;14.06;14.06;0;0;0;0;12.5;10.94;6.25;0;14.06;3.13;4.69;7.81;0;18.75;4.69;1.56;0;0;0;0;7.81;0;7.81;0;0;3.13;3.13;0;1.56;0;7.81;7.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;0;0;0;6.25;0;0;0;0;0;0;0;0;0;0;0;3.13;6.25;0;0;0;0;0;0;14.06;1.56;1.56;0;0;1.56;0;0;1.56;0;7.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;60;44.66;97.73;63.35;90.5;60;10;93.33;78.33;65;18.33;16.67;3.33;3.33;0;1.67;8.33;1.67;15;3.33;3.33;18.33;11.67;0;8.33;1.67;23.33;5;3.33;10;8.33;1.67;0;5;0;5;1.67;0;0;0;0;3.33;0;5;5;0;0;0;0;0;0;0;0;25;5;1.67;0;0;0;0;20;5;0;0;3.33;0;0;0;0;1.67;0;1.67;0;0;0;3.33;0;0;0;0;0;0;1.67;0;0;0;1.67;0;0;0;0;0;0;16.67;8.33;0;3.33;6.67;0;0;0;3.33;1.67;1.67;3.33;0;0;0;0;0;1.67;0;0;0;0;1.67;0;0
1;40;94.88;15.75;99;59.44;40;17.5;87.5;80;52.5;10;7.5;7.5;0;0;0;0;2.5;25;10;2.5;17.5;2.5;0;10;0;15;10;12.5;0;0;0;0;5;2.5;2.5;0;0;0;2.5;0;0;0;2.5;2.5;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;5;0;5;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;5;15;0;2.5;12.5;0;0;0;15;2.5;0;5;0;0;0;0;0;2.5;0;0;0;0;2.5;0;0
1;73;26.97;48.19;21.11;63.38;73;6.85;83.56;64.38;52.05;13.7;9.59;4.11;0;0;5.48;0;4.11;15.07;4.11;8.22;9.59;10.96;4.11;9.59;0;17.81;5.48;6.85;0;0;0;0;2.74;0;2.74;1.37;1.37;0;0;0;0;0;2.74;2.74;0;2.74;2.74;0;0;0;0;0;5.48;0;0;0;0;0;0;5.48;0;0;0;5.48;0;0;0;0;1.37;0;0;1.37;0;0;2.74;1.37;0;0;1.37;0;0;1.37;0;0;0;2.74;0;0;0;0;0;0;5.48;4.11;0;4.11;0;0;0;0;9.59;2.74;6.85;6.85;0;0;0;0;0;1.37;0;0;0;0;0;1.37;0
1;47;30.18;28.37;98.23;83.95;47;19.15;93.62;63.83;55.32;21.28;17.02;12.77;2.13;0;2.13;0;4.26;17.02;4.26;2.13;10.64;12.77;0;4.26;0;19.15;2.13;2.13;6.38;6.38;2.13;0;12.77;0;12.77;6.38;0;0;4.26;0;2.13;0;4.26;4.26;0;2.13;2.13;0;0;0;0;0;14.89;4.26;2.13;0;0;0;0;10.64;4.26;0;0;6.38;2.13;0;2.13;0;6.38;6.38;0;0;0;0;6.38;0;0;0;0;0;0;6.38;0;0;0;0;0;0;0;0;0;0;6.38;2.13;0;2.13;2.13;0;0;0;6.38;2.13;0;8.51;0;0;0;0;0;4.26;0;0;0;0;4.26;0;0
1;32;62.1;23.51;96.5;20.23;32;21.88;93.75;65.63;59.38;12.5;9.38;6.25;0;0;3.13;0;3.13;12.5;6.25;3.13;18.75;12.5;6.25;6.25;0;15.63;9.38;3.13;3.13;3.13;0;0;3.13;0;3.13;0;0;0;0;0;3.13;0;0;0;0;0;0;0;0;0;0;0;9.38;3.13;0;0;0;0;0;6.25;3.13;0;6.25;0;0;0;0;0;6.25;3.13;0;3.13;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;0;0;0;0;0;0;3.13;15.63;0;6.25;9.38;0;0;0;6.25;0;6.25;3.13;0;0;0;0;0;0;0;0;0;0;0;0;0
1;20;80.96;89.5;89.39;90.5;20;10;90;65;55;5;5;0;5;0;0;0;0;15;10;0;15;5;10;10;0;15;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;5;5;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;0;0;0;5;0;0;0;0;0;0;15;20;0;10;15;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
1;26;89.52;98.04;94.47;20.23;26;3.85;80.77;65.38;53.85;7.69;7.69;0;7.69;0;0;0;0;11.54;11.54;0;15.38;7.69;0;11.54;0;19.23;0;0;7.69;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69;0;0;0;0;0;0;7.69;0;0;0;0;0;0;0;0;3.85;3.85;0;0;0;0;7.69;0;0;0;0;0;0;7.69;0;0;0;3.85;0;0;0;0;0;0;15.38;19.23;0;15.38;7.69;0;0;0;3.85;0;0;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0
1;54;28.44;80.61;27.44;99;54;14.81;94.44;70.37;57.41;14.81;14.81;11.11;3.7;0;0;0;0;16.67;5.56;0;9.26;12.96;3.7;7.41;0;22.22;3.7;3.7;11.11;11.11;0;0;3.7;0;3.7;0;0;3.7;1.85;0;0;0;9.26;9.26;0;5.56;5.56;0;0;0;0;0;14.81;0;0;0;0;0;0;14.81;7.41;0;1.85;3.7;0;0;0;0;7.41;1.85;3.7;1.85;1.85;0;3.7;0;0;0;0;1.85;0;1.85;0;1.85;1.85;1.85;0;0;0;0;0;0;16.67;5.56;0;1.85;3.7;0;0;0;1.85;0;1.85;7.41;0;0;0;0;0;1.85;0;0;0;0;1.85;0;0
1;57;52.34;1;99;92.27;57;12.28;87.72;73.68;54.39;17.54;12.28;12.28;0;0;0;0;5.26;12.28;5.26;3.51;14.04;7.02;1.75;8.77;0;21.05;5.26;3.51;1.75;0;1.75;0;12.28;0;12.28;5.26;1.75;0;0;0;3.51;0;5.26;5.26;0;1.75;1.75;0;0;0;0;0;1.75;1.75;0;0;0;0;0;0;0;0;0;0;1.75;0;0;1.75;5.26;3.51;1.75;0;0;0;1.75;0;0;0;0;0;0;0;0;0;0;3.51;0;0;0;0;0;0;19.3;12.28;0;7.02;8.77;1.75;0;0;3.51;3.51;1.75;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0
1;24;73.36;40.06;99;20.23;24;20.83;91.67;70.83;50;16.67;16.67;12.5;4.17;0;0;0;0;16.67;8.33;0;12.5;4.17;4.17;4.17;0;16.67;4.17;4.17;4.17;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.33;0;0;0;0;0;0;8.33;0;0;0;0;0;0;0;0;12.5;4.17;0;8.33;0;0;0;0;0;0;0;0;0;0;0;0;0;4.17;0;0;0;0;0;0;12.5;16.67;0;4.17;16.67;0;0;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;51;86.58;82.38;83.69;80.19;51;15.69;86.27;66.67;56.86;9.8;9.8;3.92;1.96;0;0;3.92;0;19.61;13.73;0;13.73;7.84;5.88;5.88;0;11.76;5.88;1.96;9.8;3.92;5.88;0;1.96;0;1.96;0;0;1.96;0;0;0;0;3.92;3.92;0;1.96;1.96;0;0;0;0;0;11.76;1.96;0;0;0;0;0;9.8;3.92;0;1.96;1.96;0;0;0;0;1.96;0;0;1.96;0;0;0;0;0;0;0;0;0;0;0;0;0;1.96;0;0;0;0;0;0;5.88;15.69;0;3.92;11.76;0;0;0;5.88;0;7.84;1.96;0;0;0;0;0;0;0;0;0;0;0;0;0
1;116;10.98;22.04;37.6;96.03;116;9.48;89.66;80.17;68.1;18.1;14.66;6.9;0;0.86;0.86;6.03;3.45;13.79;6.9;2.59;11.21;12.93;6.03;12.07;1.72;21.55;5.17;4.31;3.45;1.72;1.72;0;12.93;0.86;12.07;1.72;0;4.31;4.31;0;4.31;0;6.9;6.03;0;3.45;2.59;0;0;0;0;0;10.34;1.72;0;0;0;0;0.86;8.62;0.86;0;0;1.72;0;0;0;0;4.31;0.86;0;3.45;1.72;0;0;0;0;0;0;0;0;0;0;0;2.59;4.31;0;0;0;0;0;0;9.48;2.59;0;0;2.59;0;0;0;6.03;2.59;2.59;5.17;0;0;0;0;0;4.31;0;0;0;0;4.31;0;0
1;57;47.02;90.88;58.46;1;57;14.04;92.98;73.68;56.14;14.04;14.04;5.26;5.26;0;3.51;0;0;15.79;7.02;0;12.28;7.02;7.02;8.77;0;17.54;7.02;5.26;5.26;5.26;0;0;1.75;0;1.75;0;1.75;0;0;0;0;0;14.04;5.26;8.77;0;0;0;0;0;0;0;12.28;1.75;0;0;0;0;0;10.53;1.75;0;5.26;0;0;0;0;0;7.02;1.75;0;0;5.26;0;8.77;0;0;0;0;0;0;5.26;0;0;0;1.75;0;0;0;0;0;0;8.77;8.77;0;1.75;8.77;0;0;0;7.02;0;1.75;7.02;0;0;0;0;0;0;0;0;0;0;0;0;0
1;36;33.38;99;1.17;99;36;5.56;91.67;77.78;55.56;25;25;8.33;11.11;0;5.56;0;0;11.11;2.78;0;13.89;11.11;0;2.78;0;30.56;5.56;0;11.11;11.11;0;0;0;0;0;0;0;0;0;0;0;0;11.11;11.11;0;0;0;0;0;0;0;0;38.89;5.56;0;0;0;0;0;33.33;16.67;0;8.33;8.33;0;0;0;0;5.56;0;2.78;0;2.78;0;0;0;0;0;0;0;0;0;0;0;0;8.33;0;0;0;0;0;0;13.89;0;0;0;0;0;0;0;2.78;2.78;2.78;11.11;0;0;0;0;0;2.78;0;0;0;0;2.78;0;0
1;40;54.7;69.2;99;20.23;40;5;95;77.5;57.5;20;15;10;5;0;0;0;5;12.5;7.5;0;15;7.5;0;10;0;20;7.5;0;15;10;5;0;7.5;0;7.5;5;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;15;2.5;0;0;0;0;2.5;12.5;0;2.5;0;0;0;0;0;0;7.5;5;0;2.5;0;0;2.5;0;0;0;0;0;0;2.5;0;0;0;5;0;0;0;0;0;0;12.5;7.5;0;5;7.5;0;0;0;5;0;5;7.5;0;0;0;0;0;0;0;0;0;0;0;0;0
