Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,64,34.33,31.33,23.08,1,64,14.06,92.19,68.75,60.94,12.5,6.25,4.69,0,0,0,1.56,6.25,14.06,6.25,0,15.63,12.5,4.69,12.5,1.56,18.75,1.56,0,6.25,0,0,6.25,10.94,0,10.94,3.13,1.56,1.56,1.56,1.56,1.56,0,7.81,0,7.81,0,0,0,0,0,0,0,12.5,4.69,0,0,0,3.13,1.56,6.25,0,0,3.13,1.56,0,0,0,0,0,0,0,0,0,0,9.38,7.81,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,1.56,0,0,1.56,0,0,0,4.69,0,6.25,0,0,0,0,0,0,1.56,0,0,0,0,1.56,0,0
1,63,56.86,1.6,56.69,43.94,63,6.35,84.13,63.49,53.97,12.7,4.76,4.76,0,0,0,0,7.94,12.7,4.76,0,17.46,11.11,3.17,7.94,1.59,14.29,1.59,1.59,7.94,1.59,4.76,1.59,26.98,0,20.63,3.17,0,4.76,4.76,0,7.94,0,4.76,3.17,1.59,0,0,0,0,0,0,0,7.94,3.17,1.59,0,1.59,0,0,1.59,0,0,0,0,0,0,0,0,1.59,0,1.59,0,0,0,3.17,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,9.52,9.52,4.76,0,0,4.76,0,0,0,3.17,0,3.17,0,0,0,0,0,0,1.59,0,0,0,0,1.59,0,0
1,73,38.1,25.32,47.74,20.23,73,21.92,97.26,73.97,61.64,10.96,5.48,4.11,0,0,0,1.37,5.48,16.44,9.59,0,10.96,15.07,2.74,9.59,2.74,21.92,6.85,1.37,10.96,8.22,0,2.74,24.66,0,24.66,6.85,2.74,6.85,4.11,0,5.48,0,0,0,0,0,0,0,0,0,0,0,12.33,5.48,1.37,0,0,0,0,9.59,2.74,0,1.37,1.37,1.37,1.37,0,0,2.74,0,0,0,0,2.74,2.74,0,0,0,0,0,2.74,0,0,2.74,0,0,0,0,0,0,0,0,5.48,5.48,0,1.37,5.48,0,0,0,1.37,0,4.11,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55,34.49,80.05,2.49,20.23,55,20,89.09,65.45,56.36,12.73,7.27,1.82,1.82,0,1.82,1.82,5.45,16.36,1.82,0,14.55,10.91,3.64,10.91,0,20,1.82,3.64,5.45,1.82,1.82,1.82,18.18,3.64,14.55,1.82,3.64,7.27,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,3.64,0,0,0,0,0,7.27,0,0,1.82,0,5.45,5.45,0,0,5.45,0,0,3.64,1.82,0,0,0,0,0,0,0,0,0,0,1.82,1.82,0,0,0,1.82,0,0,0,5.45,7.27,0,1.82,7.27,0,0,0,3.64,1.82,7.27,0,0,0,0,0,0,3.64,0,0,0,0,3.64,0,0
1,42,10.19,16.63,24.32,20.23,42,23.81,90.48,78.57,50,19.05,9.52,4.76,0,0,0,4.76,9.52,7.14,2.38,0,7.14,11.9,2.38,9.52,0,28.57,9.52,0,9.52,0,2.38,7.14,26.19,0,26.19,7.14,7.14,4.76,0,0,4.76,0,4.76,2.38,2.38,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,2.38,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,11.9,7.14,0,0,2.38,2.38,0,0,0,0,2.38,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0
1,25,1.9,63.73,13.33,1,25,28,96,84,72,20,4,4,0,0,0,0,16,0,0,0,16,20,16,4,0,28,4,0,8,0,4,4,20,0,20,4,4,4,8,0,0,0,12,0,12,4,0,4,0,0,0,0,12,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,4,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0
1,61,50.51,10.78,11.41,6.23,61,13.11,100,77.05,62.3,4.92,3.28,0,0,0,0,3.28,1.64,11.48,8.2,0,14.75,16.39,4.92,8.2,4.92,29.51,1.64,0,3.28,0,1.64,1.64,27.87,1.64,26.23,3.28,6.56,8.2,6.56,0,8.2,0,8.2,3.28,4.92,8.2,3.28,3.28,0,0,0,0,8.2,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,3.28,1.64,0,0,0,0,0,4.92,0,3.28,0,0,0,0,0,0,0,11.48,3.28,0,0,3.28,0,0,0,4.92,3.28,3.28,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,1,1,91.21,56.53,43,4.65,93.02,79.07,67.44,20.93,11.63,11.63,0,0,0,0,9.3,4.65,0,0,9.3,13.95,13.95,6.98,9.3,20.93,4.65,2.33,2.33,2.33,0,0,23.26,0,23.26,0,2.33,0,13.95,13.95,11.63,0,2.33,2.33,0,0,0,0,0,0,0,0,4.65,4.65,2.33,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,2.33,0,0,0,0,4.65,0,0,0,0,0,0,9.3,4.65,0,0,2.33,0,0,2.33,0,0,9.3,0,2.33,0,2.33,0,0,6.98,0,0,0,0,6.98,0,0
1,26,31.07,99,11.63,20.23,26,15.38,96.15,76.92,53.85,19.23,15.38,0,15.38,0,0,0,3.85,15.38,0,0,11.54,7.69,0,3.85,3.85,26.92,7.69,3.85,23.08,15.38,0,7.69,19.23,3.85,15.38,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,0,0,3.85,0,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,15.38,7.69,0,3.85,7.69,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,37.02,40.06,22.48,1,43,13.95,83.72,65.12,60.47,6.98,0,0,0,0,0,0,6.98,9.3,4.65,0,13.95,16.28,11.63,4.65,0,16.28,6.98,4.65,4.65,0,0,4.65,11.63,4.65,6.98,2.33,2.33,2.33,0,2.33,0,0,4.65,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,2.33,0,4.65,2.33,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,11.63,9.3,0,0,9.3,0,0,0,4.65,2.33,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,45.65,1,75.94,95.9,50,10,90,70,62,12,6,2,0,0,0,4,6,14,8,0,14,10,4,8,6,16,4,2,0,0,0,0,28,0,28,4,0,4,6,0,18,0,6,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,2,0,4,0,0,0,0,0,4,2,0,0,0,2,4,4,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,6,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0
1,50,7.03,7.28,99,1,50,8,96,80,60,26,6,4,2,0,0,0,20,14,0,0,14,10,8,2,4,26,8,0,2,2,0,0,36,4,32,12,4,4,6,0,8,0,4,0,4,4,0,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,0,4,6,0,0,0,2,0,8,0,0,0,0,0,0,2,0,0,0,0,2,0,0
1,75,14.24,97.44,8.82,39.67,75,5.33,94.67,72,61.33,21.33,10.67,1.33,0,4,0,2.67,10.67,12,8,0,9.33,10.67,9.33,5.33,1.33,16,5.33,0,6.67,6.67,0,0,20,2.67,17.33,2.67,2.67,2.67,4,0,5.33,0,1.33,1.33,0,0,0,0,0,0,0,0,21.33,8,0,0,0,0,2.67,18.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,5.33,0,0,0,0,1.33,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,2.67,6.67,2.67,0,0,0,0,0,4,0,0,0,0,4,0,0
1,37,35.05,40.06,94.68,62.77,37,21.62,97.3,72.97,62.16,8.11,2.7,0,2.7,0,0,0,5.41,13.51,5.41,0,16.22,13.51,10.81,5.41,5.41,18.92,2.7,5.41,16.22,5.41,2.7,8.11,27.03,5.41,18.92,8.11,5.41,2.7,0,0,2.7,0,8.11,5.41,2.7,0,0,0,0,0,0,0,8.11,2.7,0,2.7,0,0,0,5.41,0,0,0,0,10.81,5.41,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,8.11,13.51,0,5.41,13.51,0,0,0,0,5.41,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,1.08,74.89,3.57,82.06,49,8.16,91.84,75.51,61.22,16.33,6.12,0,6.12,0,0,0,10.2,4.08,2.04,0,8.16,12.24,14.29,10.2,4.08,22.45,8.16,2.04,10.2,6.12,2.04,2.04,16.33,2.04,14.29,0,6.12,0,2.04,0,6.12,0,4.08,4.08,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,4.08,0,0,0,4.08,0,2.04,2.04,0,0,0,2.04,0,2.04,0,4.08,0,0,0,0,0,0,4.08,0,12.24,4.08,4.08,0,0,0,0,0,2.04,0,4.08,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,78.28,98.75,15.38,1,48,25,85.42,56.25,50,12.5,12.5,2.08,4.17,0,2.08,4.17,0,14.58,4.17,0,14.58,10.42,2.08,0,0,12.5,2.08,8.33,10.42,6.25,0,4.17,12.5,6.25,6.25,2.08,0,4.17,0,0,0,0,14.58,0,14.58,0,0,0,0,0,0,0,20.83,4.17,0,0,4.17,0,0,14.58,4.17,0,2.08,2.08,0,0,0,0,2.08,0,0,2.08,0,0,18.75,12.5,0,0,0,0,10.42,0,4.17,0,0,0,0,0,0,0,0,0,10.42,10.42,0,0,10.42,0,0,0,4.17,0,8.33,0,2.08,0,2.08,0,0,4.17,0,0,0,0,4.17,0,0
1,43,8.25,2.3,53.52,20.23,43,18.6,97.67,74.42,62.79,16.28,11.63,6.98,0,0,0,2.33,4.65,2.33,0,0,13.95,20.93,6.98,2.33,2.33,30.23,4.65,2.33,9.3,2.33,2.33,4.65,20.93,2.33,18.6,2.33,2.33,6.98,0,0,6.98,0,4.65,2.33,2.33,0,0,0,0,0,0,0,9.3,4.65,4.65,0,0,0,0,4.65,0,0,0,0,0,0,0,0,2.33,0,0,2.33,0,0,11.63,0,0,0,0,0,0,0,11.63,0,0,0,0,0,0,0,0,0,6.98,4.65,0,0,4.65,0,0,0,4.65,2.33,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,44.1,62.05,17.46,20.23,54,12.96,98.15,72.22,50,9.26,9.26,1.85,1.85,0,0,5.56,0,11.11,3.7,1.85,11.11,12.96,1.85,3.7,5.56,24.07,12.96,3.7,16.67,12.96,0,3.7,29.63,3.7,25.93,1.85,5.56,7.41,3.7,0,9.26,0,0,0,0,0,0,0,0,0,0,0,20.37,11.11,0,0,0,0,0,18.52,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,7.41,0,0,1.85,0,0,0,0,0,0,0,0,22.22,11.11,0,0,5.56,3.7,0,1.85,1.85,5.56,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,74.95,99,7.69,20.23,39,15.38,92.31,69.23,53.85,17.95,17.95,0,7.69,0,0,10.26,0,12.82,2.56,0,17.95,5.13,2.56,2.56,0,17.95,5.13,5.13,7.69,7.69,0,0,17.95,5.13,12.82,0,5.13,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51,2.56,0,0,0,2.56,0,17.95,0,0,0,0,12.82,5.13,7.69,0,5.13,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,10.26,15.38,0,0,15.38,0,0,0,2.56,0,2.56,0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0
1,44,38.37,17.46,1,86.79,44,18.18,90.91,68.18,52.27,11.36,2.27,2.27,0,0,0,0,9.09,11.36,2.27,0,11.36,13.64,6.82,2.27,0,22.73,11.36,6.82,4.55,0,0,4.55,20.45,2.27,18.18,4.55,11.36,4.55,0,0,2.27,0,4.55,4.55,0,4.55,4.55,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,2.27,0,0,0,11.36,0,0,0,2.27,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,4.55,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,89.52,4.61,72.58,1,42,14.29,90.48,66.67,54.76,9.52,2.38,2.38,0,0,0,0,7.14,14.29,11.9,0,19.05,9.52,0,11.9,0,14.29,7.14,0,9.52,0,2.38,7.14,14.29,0,14.29,2.38,2.38,2.38,2.38,0,7.14,0,11.9,0,11.9,0,0,0,0,0,0,0,9.52,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,2.38,0,0,0,0,2.38,0,7.14,0,0,0,0,0,0,0,0,0,7.14,9.52,0,2.38,7.14,0,0,0,2.38,2.38,4.76,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0
1,57,27.21,60.92,70.28,46.76,57,12.28,98.25,73.68,61.4,24.56,17.54,3.51,1.75,0,0,12.28,7.02,17.54,1.75,0,17.54,5.26,7.02,5.26,1.75,17.54,0,1.75,8.77,1.75,1.75,5.26,26.32,1.75,24.56,7.02,3.51,5.26,5.26,0,7.02,0,5.26,3.51,1.75,1.75,0,1.75,0,0,0,0,21.05,5.26,0,0,0,1.75,0,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,3.51,1.75,0,0,0,0,0,0,0,1.75,0,0,0,0,1.75,1.75,0,5.26,8.77,0,1.75,5.26,0,0,1.75,1.75,1.75,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,16.24,17.46,2.02,55.62,44,20.45,97.73,77.27,65.91,11.36,6.82,2.27,0,0,0,2.27,4.55,9.09,4.55,0,13.64,20.45,2.27,9.09,4.55,27.27,4.55,2.27,11.36,6.82,0,4.55,29.55,2.27,27.27,4.55,2.27,11.36,0,0,9.09,0,2.27,2.27,0,0,0,0,0,0,0,0,13.64,9.09,0,0,2.27,0,0,11.36,6.82,0,0,0,0,0,0,0,2.27,0,0,0,0,2.27,4.55,0,0,0,0,0,2.27,0,0,0,2.27,0,0,0,0,0,0,0,4.55,4.55,0,0,2.27,2.27,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,11.08,98.04,44.14,20.23,52,19.23,84.62,67.31,53.85,17.31,15.38,1.92,9.62,0,0,3.85,1.92,15.38,5.77,0,5.77,9.62,3.85,11.54,1.92,15.38,7.69,1.92,15.38,11.54,0,3.85,17.31,0,17.31,5.77,3.85,1.92,1.92,0,3.85,0,3.85,1.92,1.92,0,0,0,0,0,0,0,25,9.62,0,0,1.92,0,1.92,13.46,0,0,0,0,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,5.77,7.69,0,0,5.77,0,0,1.92,1.92,0,0,0,0,0,0,0,0,5.77,0,0,0,0,5.77,0,0
1,69,76,18.24,55.19,84.9,69,30.43,89.86,66.67,55.07,14.49,1.45,1.45,0,0,0,0,13.04,17.39,10.14,0,14.49,7.25,4.35,5.8,0,14.49,7.25,2.9,5.8,1.45,0,4.35,10.14,0,10.14,1.45,2.9,1.45,0,0,4.35,0,4.35,4.35,0,1.45,1.45,0,0,0,0,0,2.9,1.45,1.45,0,0,0,0,1.45,0,0,0,0,2.9,2.9,0,0,1.45,0,0,0,1.45,0,4.35,1.45,0,0,0,4.35,0,1.45,0,0,0,0,1.45,0,0,0,1.45,0,2.9,13.04,0,2.9,8.7,1.45,0,0,1.45,1.45,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,53.89,78.66,1.17,2.17,72,13.89,90.28,66.67,61.11,15.28,6.94,0,1.39,0,5.56,0,8.33,15.28,8.33,0,15.28,13.89,2.78,5.56,1.39,18.06,4.17,1.39,9.72,4.17,2.78,2.78,9.72,0,9.72,1.39,2.78,1.39,2.78,0,4.17,0,4.17,0,2.78,1.39,0,0,0,0,0,0,19.44,2.78,0,0,0,0,1.39,11.11,2.78,0,8.33,0,0,0,0,0,0,0,0,0,0,0,2.78,1.39,0,0,0,0,1.39,0,0,2.78,0,0,0,0,0,0,1.39,0,9.72,2.78,0,0,2.78,0,0,0,4.17,5.56,4.17,2.78,0,0,0,0,0,2.78,0,0,0,0,2.78,0,0
1,76,40.49,77.01,42.69,80.5,76,11.84,96.05,81.58,63.16,17.11,13.16,2.63,2.63,0,0,7.89,3.95,18.42,7.89,0,14.47,11.84,2.63,6.58,3.95,22.37,6.58,2.63,3.95,2.63,1.32,0,11.84,2.63,9.21,1.32,0,1.32,2.63,0,5.26,0,3.95,3.95,0,0,0,0,0,0,0,0,21.05,2.63,2.63,0,0,0,0,15.79,0,0,0,0,0,0,0,0,2.63,0,0,1.32,1.32,0,2.63,1.32,0,0,1.32,0,0,0,1.32,2.63,0,1.32,0,0,0,0,0,0,11.84,7.89,0,1.32,5.26,1.32,0,0,2.63,1.32,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,55.25,99,96.01,99,54,12.96,100,64.81,53.7,14.81,14.81,1.85,7.41,0,0,3.7,0,14.81,5.56,5.56,12.96,5.56,1.85,9.26,1.85,11.11,3.7,5.56,16.67,14.81,0,1.85,12.96,1.85,11.11,5.56,0,1.85,3.7,0,3.7,0,7.41,7.41,0,5.56,5.56,0,0,0,0,0,31.48,11.11,0,0,0,0,1.85,24.07,3.7,0,1.85,1.85,1.85,1.85,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,9.26,0,1.85,9.26,0,0,0,7.41,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,59.67,17.85,97.42,20.23,45,17.78,93.33,75.56,60,11.11,4.44,0,0,0,0,4.44,6.67,13.33,4.44,2.22,17.78,11.11,4.44,6.67,2.22,22.22,8.89,2.22,6.67,0,0,6.67,22.22,2.22,20,2.22,2.22,6.67,4.44,0,6.67,0,0,0,0,0,0,0,0,0,0,0,11.11,4.44,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,2.22,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,4.44,2.22,0,0,0,0,0,0,0,13.33,24.44,0,2.22,22.22,0,0,2.22,2.22,0,2.22,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0
