ID,labels,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
4,F,26,3,34,1.3076923076923077,3.1,88.02,31.07,11.63,20.23,0.0,0.0,0.0,3.85,0.0,19.23,0.0,15.38,0.0,11.540000000000001,0.0,-7.6899999999999995,3.325454545454546,0.0,0.0,0.0,0.0
4,T,43,3,56,1.302325581395349,5.3,82.34,37.02,22.48,1.0,0.0,4.65,2.33,6.98,0.0,11.63,0.0,0.0,0.0,13.950000000000001,0.0,6.970000000000001,3.240769230769231,0.0,0.0,0.0,0.0
5,F,50,3,61,1.2448979591836735,4.9,88.77,45.65,75.94,95.9,6.0,0.0,0.0,4.0,0.0,28.0,0.0,2.0,4.0,2.0,0.0,-20.0,3.01,0.0,0.0,0.0,0.0
5,T,50,5,61,1.2448979591836735,2.4,95.37,7.03,99.0,1.0,0.0,4.0,0.0,8.0,0.0,36.0,0.0,6.0,0.0,12.0,0.0,-20.0,2.4219999999999997,0.0,0.0,0.0,0.0
5,T,75,5,85,1.1805555555555556,4.2,90.7,14.24,8.82,39.67,1.33,0.0,2.67,6.67,2.67,20.0,0.0,1.33,6.67,4.0,0.0,-14.67,2.97125,0.0,0.0,0.0,0.0
5,F,37,4,52,1.4054054054054055,4.6,78.96,35.05,94.68,62.77,5.41,2.7,5.41,2.7,2.7,27.03,0.0,2.7,0.0,18.92,0.0,0.0,2.838,0.0,0.0,0.0,0.0
5,T,49,3,63,1.2857142857142858,6.1,80.31,1.08,3.57,82.06,4.08,0.0,0.0,4.08,8.16,16.33,0.0,6.12,0.0,2.04,4.08,-6.129999999999999,3.305333333333333,0.0,0.0,0.0,0.0
6,F,48,5,63,1.3695652173913044,4.5,79.06,78.28,15.38,1.0,0.0,14.58,0.0,8.33,0.0,12.5,0.0,6.25,6.25,14.59,0.0,16.67,3.5481249999999998,0.0,0.0,0.0,0.0
6,T,43,5,61,1.4186046511627908,4.3,79.67,8.25,53.52,20.23,2.33,2.33,2.33,6.98,0.0,20.93,0.0,6.98,2.33,9.3,0.0,-6.979999999999999,2.8972727272727274,0.0,0.0,0.0,0.0
6,T,54,5,71,1.3148148148148149,4.0,85.89,44.1,17.46,20.23,0.0,0.0,5.56,3.7,0.0,29.63,0.0,3.7,5.56,7.41,5.550000000000001,-16.669999999999998,2.897894736842106,0.0,0.0,0.0,1.851851851851852
6,F,39,5,47,1.205128205128205,1.6,97.4,74.95,7.69,20.23,0.0,0.0,0.0,2.56,0.0,17.95,0.0,7.69,10.26,17.94,0.0,-0.00999999999999801,3.301428571428571,0.0,2.564102564102564,0.0,0.0
6,T,44,5,56,1.2727272727272727,3.2,87.92,38.37,1.0,86.79,4.55,0.0,4.55,9.09,0.0,20.45,0.0,2.27,0.0,0.0,0.0,-15.899999999999999,2.436666666666667,0.0,0.0,0.0,0.0
7,F,42,2,49,1.1951219512195121,6.6,84.51,89.52,72.58,1.0,0.0,11.9,2.38,4.76,0.0,14.29,0.0,2.38,0.0,11.899999999999999,0.0,9.509999999999998,3.1399999999999997,0.0,0.0,0.0,0.0
7,T,57,2,77,1.3508771929824561,12.0,59.47,27.21,70.28,46.76,3.51,1.75,1.75,3.51,0.0,26.32,0.0,5.26,12.28,8.76,1.75,-10.55,2.549473684210526,0.0,0.0,0.0,0.0
7,T,44,2,61,1.3863636363636365,9.5,66.07,16.24,2.02,55.62,2.27,0.0,2.27,0.0,0.0,29.55,0.0,2.27,2.27,2.27,2.27,-22.740000000000002,2.623846153846154,0.0,0.0,0.0,0.0
7,F,52,2,70,1.4285714285714286,10.5,63.53,11.08,44.14,20.23,1.92,1.92,0.0,0.0,0.0,17.31,0.0,11.54,3.85,7.6899999999999995,1.92,-3.8499999999999996,2.8449999999999998,0.0,0.0,0.0,0.0
7,T,69,5,107,1.5507246376811594,8.7,57.47,76.0,55.19,84.9,4.35,0.0,1.45,8.7,0.0,10.14,0.0,1.45,0.0,13.049999999999999,1.45,8.709999999999997,2.8909999999999996,0.0,0.0,0.0,0.0
8,F,72,3,91,1.3,8.8,73.21,53.89,1.17,2.17,0.0,2.78,5.56,4.17,2.78,9.72,0.0,1.39,5.56,6.949999999999999,0.0,1.3999999999999986,3.2928571428571423,0.0,0.0,0.0,0.0
8,T,76,2,99,1.3026315789473684,14.6,58.29,40.49,42.69,80.5,3.95,0.0,1.32,5.26,0.0,11.84,0.0,5.26,7.89,9.21,1.32,2.6400000000000006,2.7716000000000003,0.0,0.0,0.0,0.0
8,T,54,3,66,1.2222222222222223,5.6,87.05,55.25,96.01,99.0,7.41,0.0,0.0,1.85,0.0,12.96,0.0,9.26,3.7,18.52,0.0,12.969999999999999,2.946111111111111,0.0,0.0,0.0,3.7037037037037033
8,F,45,2,58,1.288888888888889,8.5,74.02,59.67,97.42,20.23,0.0,0.0,0.0,2.22,4.44,22.22,0.0,0.0,4.44,26.659999999999997,2.22,6.659999999999997,3.272777777777778,0.0,0.0,0.0,2.2222222222222223
8,T,74,3,97,1.3108108108108107,9.4,71.78,55.1,36.48,20.23,0.0,0.0,1.35,5.41,2.7,16.22,0.0,5.41,2.7,6.76,0.0,-9.459999999999999,3.2696000000000005,0.0,0.0,0.0,1.351351351351351
9,F,55,2,75,1.3636363636363635,11.7,60.48,61.45,50.45,1.0,0.0,7.27,0.0,5.45,1.82,16.36,0.0,1.82,1.82,14.55,0.0,5.460000000000001,2.8933333333333335,0.0,0.0,0.0,1.818181818181818
9,T,51,2,79,1.58,13.0,46.1,16.49,73.43,50.31,1.96,0.0,1.96,11.76,1.96,19.61,0.0,3.92,1.96,11.76,0.0,-5.890000000000001,2.6494117647058824,0.0,0.0,0.0,0.0
9,T,66,2,73,1.1587301587301588,10.9,73.34,1.5,99.0,86.79,4.55,0.0,0.0,4.55,3.03,16.67,0.0,10.61,3.03,9.1,3.04,0.019999999999999574,3.047,0.0,0.0,3.0303030303030303,0.0
9,F,60,2,76,1.3103448275862069,11.1,67.42,77.34,99.0,6.08,0.0,1.67,0.0,3.33,1.67,18.33,0.0,5.0,0.0,28.340000000000003,0.0,11.680000000000007,2.781428571428571,0.0,1.6666666666666667,0.0,0.0
9,T,54,2,76,1.4074074074074074,11.5,60.99,55.25,17.46,5.19,1.85,3.7,1.85,3.7,0.0,14.81,0.0,1.85,0.0,11.11,3.7,5.559999999999997,3.387777777777778,0.0,1.851851851851852,0.0,0.0
10,F,61,4,85,1.3934426229508197,6.9,72.87,35.92,6.65,1.0,3.28,8.2,3.28,8.2,1.64,26.23,0.0,1.64,1.64,6.56,0.0,-8.190000000000001,2.812727272727273,0.0,0.0,0.0,0.0
10,T,76,4,116,1.5263157894736843,9.5,60.65,32.99,1.85,8.11,2.63,3.95,2.63,2.63,0.0,15.79,0.0,6.58,3.95,2.63,2.64,-2.629999999999999,2.8596551724137926,0.0,0.0,0.0,0.0
10,T,85,5,127,1.4941176470588236,8.7,62.68,16.49,30.4,75.21,7.06,3.53,2.35,8.24,0.0,27.06,0.0,0.0,2.36,4.71,0.0,-11.759999999999998,2.6868000000000007,0.0,0.0,0.0,0.0
10,F,72,4,106,1.4722222222222223,9.1,61.67,45.49,15.38,7.66,1.39,2.78,0.0,4.17,0.0,12.5,0.0,8.33,4.17,15.28,0.0,6.949999999999999,2.9885185185185184,0.0,2.7777777777777777,0.0,0.0
10,T,79,4,123,1.5569620253164558,11.0,51.38,42.69,22.32,38.56,3.8,2.53,1.27,5.06,1.27,18.99,0.0,0.0,1.27,8.86,2.53,-1.2699999999999996,2.8638461538461537,0.0,0.0,0.0,0.0
11,F,47,2,66,1.4042553191489362,10.1,64.54,30.18,42.1,20.23,2.13,2.13,0.0,10.64,0.0,23.4,0.0,2.13,8.51,10.64,2.13,-4.25,2.614117647058823,0.0,0.0,0.0,0.0
11,T,61,4,68,1.2363636363636363,4.0,91.31,40.68,37.69,1.32,0.0,3.28,0.0,3.28,0.0,19.67,0.0,3.28,4.92,6.56,4.92,-4.910000000000002,2.9064285714285707,0.0,0.0,0.0,0.0
11,T,74,4,89,1.2535211267605635,6.7,78.79,1.74,65.19,62.77,5.41,2.7,1.35,8.11,0.0,33.78,0.0,9.46,4.05,1.35,1.35,-22.970000000000002,2.668823529411765,0.0,0.0,0.0,1.351351351351351
11,F,52,3,63,1.26,6.3,79.9,36.37,70.92,49.66,5.77,3.85,0.0,3.85,0.0,11.54,0.0,3.85,1.92,15.389999999999999,3.85,19.24,2.9684999999999997,1.9230769230769231,0.0,0.0,0.0
11,T,47,3,61,1.326086956521739,5.7,81.33,77.99,8.74,1.0,0.0,4.26,2.13,6.38,0.0,19.15,0.0,4.26,0.0,10.64,2.13,-2.1199999999999974,2.7736842105263158,2.127659574468085,0.0,0.0,0.0
12,F,88,4,126,1.4318181818181819,9.5,66.07,58.76,5.07,1.0,1.14,7.95,0.0,7.95,0.0,12.5,0.0,0.0,1.14,5.68,1.14,3.41,3.337500000000001,0.0,0.0,0.0,0.0
12,T,72,3,95,1.3194444444444444,9.1,72.5,14.43,77.17,83.0,4.17,0.0,0.0,5.56,1.39,18.06,0.0,4.17,8.33,11.11,0.0,-2.7799999999999994,2.7575000000000003,0.0,0.0,0.0,0.0
12,T,85,4,115,1.3855421686746987,9.0,67.28,39.7,23.38,20.23,1.18,1.18,4.71,2.35,0.0,18.82,0.0,7.06,3.53,8.23,1.18,-7.0600000000000005,2.7403846153846154,0.0,1.1764705882352942,0.0,1.1764705882352942
12,F,84,3,121,1.4404761904761905,11.8,59.98,56.86,97.09,20.23,3.57,3.57,1.19,3.57,0.0,15.48,0.0,11.9,0.0,16.669999999999998,0.0,8.329999999999998,3.1816000000000004,0.0,1.1904761904761905,0.0,0.0
12,T,73,6,112,1.5342465753424657,6.9,67.55,54.5,14.66,20.23,1.37,1.37,4.11,1.37,0.0,16.44,0.0,4.11,1.37,6.8500000000000005,1.37,-5.48,3.3487500000000003,1.36986301369863,0.0,0.0,2.73972602739726
13,F,28,4,39,1.5,4.6,73.34,26.1,48.09,1.0,0.0,14.29,0.0,7.14,0.0,21.43,0.0,0.0,0.0,10.709999999999999,0.0,3.5700000000000003,2.666363636363636,0.0,0.0,0.0,0.0
13,T,36,3,52,1.5294117647058822,6.5,68.47,1.0,39.59,1.0,0.0,5.56,0.0,2.78,5.56,27.78,0.0,5.56,2.78,5.56,0.0,-16.660000000000004,2.652,0.0,0.0,0.0,0.0
13,T,37,4,40,1.1428571428571428,0.8,104.84,27.81,55.76,20.23,0.0,0.0,0.0,8.11,8.11,24.32,0.0,5.41,8.11,5.41,8.11,-10.8,2.6687499999999997,0.0,0.0,0.0,0.0
13,F,19,4,26,1.368421052631579,2.8,83.52,36.67,70.28,99.0,15.79,0.0,0.0,15.79,0.0,15.79,0.0,0.0,10.53,10.53,0.0,10.530000000000001,2.9360000000000004,0.0,5.263157894736842,0.0,0.0
13,T,26,4,39,1.5,4.6,73.34,93.9,1.0,79.29,3.85,0.0,0.0,0.0,0.0,15.38,0.0,3.85,0.0,0.0,0.0,-11.530000000000001,3.0954545454545457,0.0,0.0,0.0,0.0
14,F,84,4,105,1.2962962962962963,7.7,76.25,18.12,12.96,37.34,3.57,2.38,9.52,8.33,1.19,11.9,0.0,1.19,2.38,9.52,0.0,3.5699999999999985,3.11,0.0,0.0,0.0,1.1904761904761905
14,T,67,4,86,1.303030303030303,6.2,80.11,25.19,19.76,86.16,4.48,0.0,1.49,7.46,2.99,17.91,0.0,2.99,0.0,7.46,4.48,-1.4899999999999984,2.8655,0.0,0.0,0.0,0.0
14,T,58,3,82,1.4137931034482758,8.5,68.81,42.75,56.1,91.69,5.17,0.0,1.72,1.72,3.45,18.97,0.0,3.44,0.0,6.89,1.72,-5.1899999999999995,2.7805263157894733,1.7241379310344829,0.0,0.0,3.4482758620689653
14,F,61,3,83,1.360655737704918,8.8,67.79,50.51,18.18,99.0,9.84,1.64,0.0,1.64,1.64,13.11,0.0,4.92,3.28,14.76,0.0,13.130000000000003,2.7641666666666667,0.0,0.0,0.0,1.639344262295082
14,T,72,4,113,1.5694444444444444,10.3,53.21,94.18,10.18,99.0,12.5,0.0,0.0,2.78,5.56,6.94,0.0,0.0,0.0,8.33,1.39,15.279999999999998,3.254285714285714,0.0,0.0,0.0,1.3888888888888888
15,F,46,6,54,1.2,1.5,97.7,14.64,4.38,1.0,0.0,4.35,0.0,13.04,6.52,30.43,0.0,0.0,8.7,4.34,0.0,-21.740000000000002,3.0989999999999998,0.0,0.0,0.0,0.0
15,T,54,5,66,1.2452830188679245,2.7,94.56,1.26,52.89,1.0,1.85,5.56,1.85,9.26,1.85,9.26,0.0,9.26,0.0,7.4,3.7,9.250000000000002,2.9484615384615385,0.0,0.0,0.0,0.0
15,T,27,4,33,1.2222222222222223,1.2,98.41,16.08,10.18,20.23,3.7,3.7,3.7,11.11,0.0,3.7,0.0,7.41,0.0,0.0,0.0,3.71,2.802,0.0,0.0,0.0,0.0
15,F,44,6,52,1.1818181818181819,1.4,97.91,65.33,5.07,20.23,0.0,0.0,0.0,6.82,4.55,15.91,0.0,2.27,2.27,11.36,0.0,-4.550000000000001,3.0780000000000003,0.0,2.272727272727273,0.0,0.0
15,T,52,6,65,1.25,3.1,88.02,2.59,99.0,20.23,1.92,1.92,0.0,5.77,7.69,15.38,0.0,15.38,0.0,17.31,0.0,5.779999999999999,2.972857142857143,0.0,0.0,0.0,0.0
16,F,59,4,79,1.3620689655172413,6.6,73.68,25.06,7.47,1.0,1.69,16.95,0.0,11.86,0.0,18.64,0.0,0.0,1.69,6.77,0.0,6.77,3.0875,0.0,0.0,0.0,0.0
16,T,77,3,111,1.4415584415584415,11.0,62.31,45.12,32.28,1.0,2.6,6.49,0.0,6.49,1.3,18.18,0.0,1.3,5.19,3.9000000000000004,2.6,-2.59,2.8182352941176467,0.0,0.0,0.0,0.0
16,T,55,4,81,1.528301886792453,7.3,66.44,39.7,9.55,20.23,3.64,3.64,3.64,3.64,0.0,16.36,0.0,3.64,0.0,1.82,0.0,-5.449999999999999,2.6229999999999998,0.0,0.0,0.0,0.0
16,F,85,4,134,1.576470588235294,11.6,49.86,39.7,38.22,20.23,3.53,3.53,2.35,9.41,0.0,17.65,0.0,0.0,4.71,9.42,0.0,-1.1699999999999982,2.7021875,0.0,1.1764705882352942,0.0,0.0
16,T,79,6,126,1.5949367088607596,8.4,58.08,54.15,1.0,20.23,3.8,3.8,1.27,7.59,0.0,18.99,0.0,0.0,0.0,2.53,0.0,-7.6,2.982,0.0,0.0,0.0,0.0
17,F,94,5,142,1.5106382978723405,9.4,60.85,80.28,4.07,1.0,0.0,6.38,1.06,7.45,1.06,10.64,0.0,0.0,0.0,7.45,0.0,3.1899999999999995,2.89,0.0,0.0,0.0,1.0638297872340423
17,T,80,4,126,1.575,11.1,51.18,43.4,36.72,20.23,2.5,2.5,1.25,5.0,0.0,25.0,0.0,1.25,2.5,6.25,0.0,-13.75,2.5034615384615386,0.0,0.0,0.0,0.0
17,T,104,5,156,1.5,10.2,58.82,33.67,44.14,10.65,2.88,3.85,0.96,6.73,0.0,18.27,0.0,4.8,0.96,8.65,1.92,-0.9699999999999989,2.727777777777778,0.0,0.0,0.0,0.0
17,F,86,5,142,1.6511627906976745,11.2,45.56,79.24,16.67,9.15,3.49,4.65,1.16,4.65,0.0,6.98,0.0,4.65,2.33,10.47,0.0,11.629999999999999,2.9487878787878783,0.0,1.162790697674419,0.0,0.0
17,T,100,4,150,1.5,11.9,54.56,57.7,1.46,10.35,2.0,3.0,3.0,5.0,0.0,11.0,0.0,1.0,3.0,4.0,1.0,-1.0,2.736111111111111,0.0,0.0,0.0,0.0
18,F,43,4,62,1.441860465116279,5.1,77.43,8.25,82.44,1.0,0.0,4.65,0.0,4.65,0.0,37.21,0.0,9.3,2.33,2.33,0.0,-30.23,2.684166666666666,0.0,0.0,0.0,0.0
18,T,54,5,66,1.2222222222222223,2.8,94.35,49.68,77.17,48.44,1.85,0.0,0.0,9.26,0.0,22.22,0.0,5.550000000000001,0.0,5.550000000000001,0.0,-14.819999999999999,3.03125,0.0,0.0,0.0,0.0
18,T,59,5,83,1.4310344827586208,5.5,76.62,7.46,65.66,45.75,1.69,0.0,0.0,8.47,3.39,23.73,0.0,6.77,1.69,1.69,0.0,-20.35,2.4742105263157894,0.0,0.0,0.0,0.0
18,F,41,4,49,1.1951219512195121,2.6,94.86,6.47,59.99,58.42,2.44,0.0,2.44,7.32,0.0,19.51,0.0,4.88,2.44,9.76,0.0,-7.310000000000002,3.216666666666667,0.0,0.0,0.0,0.0
18,T,44,4,55,1.25,4.0,85.69,3.27,2.02,86.79,6.82,2.27,0.0,4.55,0.0,34.09,0.0,2.27,0.0,6.82,2.27,-15.910000000000004,2.876153846153846,0.0,0.0,0.0,0.0
19,F,45,2,67,1.5227272727272727,10.7,57.61,53.05,93.95,1.0,0.0,11.11,2.22,8.89,2.22,22.22,0.0,0.0,0.0,8.89,0.0,-2.219999999999999,3.0752941176470583,0.0,0.0,0.0,0.0
19,T,59,3,92,1.5862068965517242,10.8,51.89,43.72,76.13,1.14,1.69,5.08,0.0,5.08,0.0,23.73,0.0,0.0,0.0,10.16,3.38,-3.41,2.686315789473684,0.0,0.0,0.0,1.694915254237288
19,T,74,4,99,1.356164383561644,8.1,69.82,39.7,44.33,20.23,0.0,0.0,5.33,4.0,1.33,13.33,0.0,1.33,8.0,12.0,1.33,1.33,2.9459999999999997,1.351351351351351,0.0,0.0,1.351351351351351
19,F,49,3,63,1.2857142857142858,6.1,80.31,11.13,66.12,51.68,2.04,0.0,2.04,6.12,0.0,12.24,0.0,10.2,10.2,20.4,0.0,10.199999999999998,2.7961538461538464,0.0,0.0,0.0,0.0
19,T,50,4,79,1.58,8.2,58.79,15.41,1.0,20.23,4.0,4.0,8.0,8.0,0.0,14.0,0.0,0.0,2.0,4.0,0.0,-2.0,2.7590909090909093,0.0,0.0,0.0,0.0
20,F,54,4,70,1.2962962962962963,5.0,83.15,55.25,1.17,1.0,0.0,9.26,1.85,3.7,0.0,16.67,0.0,3.7,1.85,7.4,0.0,-0.010000000000001563,3.1717647058823526,0.0,0.0,0.0,0.0
20,T,69,5,101,1.463768115942029,7.5,65.93,12.27,4.38,20.23,4.35,4.35,2.9,7.25,2.9,18.84,0.0,5.8,2.9,10.149999999999999,0.0,0.00999999999999801,2.8970833333333332,0.0,0.0,0.0,0.0
20,T,60,4,86,1.4576271186440677,7.9,64.91,18.61,63.35,20.23,0.0,0.0,6.67,6.67,0.0,30.0,0.0,0.0,1.67,8.33,3.34,-18.33,2.7499999999999996,0.0,0.0,0.0,0.0
20,F,50,4,69,1.4081632653061225,5.7,75.91,39.7,1.0,50.98,6.0,4.0,0.0,6.0,0.0,14.0,0.0,6.0,4.0,8.0,2.0,6.0,3.0220000000000002,0.0,0.0,0.0,0.0
20,T,75,4,131,1.7466666666666666,11.8,43.93,10.19,8.82,7.99,2.67,4.0,1.33,8.0,0.0,18.67,0.0,1.33,0.0,6.67,0.0,-5.330000000000002,2.8324999999999996,0.0,0.0,0.0,2.666666666666667
21,F,54,4,69,1.4081632653061225,5.7,75.91,19.76,27.44,5.19,0.0,1.85,1.85,5.56,0.0,20.37,0.0,3.7,7.41,11.11,0.0,-7.410000000000002,2.9143749999999997,0.0,0.0,0.0,0.0
21,T,114,6,147,1.3125,7.0,77.87,27.21,28.03,2.53,0.0,2.63,0.0,3.51,1.75,31.58,0.0,5.26,6.14,8.77,0.0,-20.18,2.6948148148148143,0.0,0.0,0.0,0.8771929824561403
21,T,89,4,105,1.2804878048780488,7.7,76.05,14.81,14.79,36.25,5.62,4.49,3.37,4.49,0.0,17.98,0.0,2.24,7.87,3.37,1.12,-3.380000000000001,3.081666666666667,0.0,0.0,0.0,0.0
21,F,49,3,62,1.3478260869565217,5.7,81.33,4.63,66.12,20.23,4.08,4.08,0.0,4.08,0.0,14.29,0.0,8.16,4.08,20.409999999999997,0.0,14.279999999999998,3.365384615384615,0.0,0.0,0.0,0.0
21,T,97,5,141,1.5161290322580645,9.4,61.06,10.66,3.69,4.31,1.03,3.09,2.06,8.25,0.0,16.49,0.0,3.09,2.06,6.180000000000001,1.03,-5.159999999999997,3.225769230769231,0.0,0.0,0.0,1.0309278350515465
22,F,75,7,100,1.3513513513513513,5.1,77.64,16.64,26.54,1.0,1.33,12.0,2.67,6.67,4.0,29.33,0.0,0.0,1.33,12.0,0.0,-4.0,2.9382608695652173,0.0,0.0,0.0,0.0
22,T,126,7,171,1.368,7.9,70.23,35.59,4.44,6.51,2.38,3.97,13.49,0.79,0.0,10.32,0.0,5.5600000000000005,7.14,7.93,1.59,5.549999999999999,3.28972972972973,0.7936507936507936,0.0,0.0,0.0
22,T,88,5,125,1.4534883720930232,8.8,62.48,12.37,2.02,73.53,5.68,2.27,2.27,7.95,0.0,27.27,0.0,0.0,5.68,4.55,1.14,-13.629999999999999,2.5316666666666667,0.0,1.1363636363636365,0.0,0.0
22,F,76,6,125,1.644736842105263,8.2,58.58,40.49,3.19,1.0,0.0,6.58,2.63,5.26,0.0,11.84,0.0,5.26,5.26,13.16,0.0,7.900000000000002,2.9948275862068967,0.0,1.3157894736842104,0.0,0.0
22,T,83,5,114,1.3734939759036144,7.4,71.55,31.57,90.36,20.23,1.2,1.2,2.41,4.82,3.61,19.28,0.0,7.23,0.0,9.629999999999999,1.2,-6.040000000000003,3.1316666666666664,0.0,0.0,0.0,0.0
23,F,48,4,65,1.5476190476190477,6.2,69.28,26.1,1.0,4.22,2.08,4.17,0.0,8.33,0.0,16.67,0.0,0.0,4.17,4.16,0.0,-6.260000000000002,3.3425000000000002,0.0,0.0,0.0,0.0
23,T,61,4,92,1.5333333333333334,8.0,64.71,40.68,11.41,44.83,4.92,3.28,3.28,4.92,0.0,18.03,0.0,4.92,1.64,3.28,0.0,-6.5500000000000025,2.978846153846154,0.0,0.0,0.0,0.0
23,T,45,4,65,1.4772727272727273,6.4,68.77,59.67,32.09,54.76,2.22,0.0,0.0,6.67,0.0,22.22,0.0,4.44,2.22,6.66,0.0,-13.339999999999998,2.4693333333333327,0.0,2.2222222222222223,0.0,0.0
23,F,36,4,46,1.3529411764705883,4.2,79.77,41.36,10.18,93.93,5.56,0.0,0.0,2.78,0.0,8.33,0.0,2.78,2.78,13.899999999999999,0.0,11.129999999999997,3.3584615384615386,0.0,2.7777777777777777,0.0,0.0
23,T,54,4,77,1.4528301886792452,7.3,66.44,55.25,5.41,5.19,1.85,3.7,0.0,11.11,0.0,14.81,0.0,1.85,0.0,7.41,0.0,-1.8400000000000016,3.0140000000000002,0.0,0.0,0.0,0.0
24,F,65,2,87,1.359375,13.4,55.92,27.08,2.93,1.0,0.0,12.31,0.0,10.77,0.0,23.08,0.0,1.54,1.54,0.0,0.0,-10.769999999999998,3.1152631578947365,0.0,0.0,0.0,0.0
24,T,43,4,57,1.3902439024390243,4.9,77.94,1.2,82.44,1.0,2.33,6.98,0.0,13.95,2.33,32.56,0.0,9.31,2.33,0.0,0.0,-23.26,2.4659999999999997,0.0,0.0,0.0,0.0
